,,Primary commodity price  R2,Primary commodity price  RMSE,Primary commodity price test R2,Primary commodity price test RMSE,Primary commodity price train R2,Primary commodity price train RMSE,Primary supply  R2,Primary supply  RMSE,Primary supply test R2,Primary supply test RMSE,Primary supply train R2,Primary supply train RMSE,Total demand  R2,Total demand  RMSE,Total demand test R2,Total demand test RMSE,Total demand train R2,Total demand train RMSE,collection_elas_scrap_price,direct_melt_elas_scrap_spread,incentive_mine_cost_change_per_year,incentive_opening_probability,initial_ore_grade_decline,intensity_response_to_gdp,mine_cost_change_per_year,mine_cost_og_elas,mine_cu_margin_elas,pri CU TCRC elas,pri CU price elas,primary_commodity_price_elas_sd,primary_oge_scale,primary_price_resources_contained_elas,refinery_capacity_fraction_increase_mining,region_specific_price_response,score,scrap_spread_elas_primary_commodity_price,scrap_spread_elas_sd,sec CU TCRC elas,sec CU price elas,sec ratio TCRC elas,sec ratio scrap spread elas,sector_specific_dematerialization_tech_growth,sector_specific_price_response,tcrc_elas_price,tcrc_elas_sd
silver,1,0.0,0.0,0.0,0.0,-3.0683644197533786,0.720322907206203,0.0,0.0,0.0,0.0,-9.977505576779484,0.5509223101453908,0.0,0.0,0.0,0.0,-13.481533321503484,0.3376938263976214,0.3824855598572287,0.22633972586289444,-2.740920099892758,0.1253476191880517,-0.959419679248264,-0.19694558894973463,-2.740920099892758,-0.9236519661193399,0.5713263877627405,0.7664511795922306,0.5346369389629902,-0.5202002993122655,0.3601519850882415,0.32615940954074224,0.22073811824813167,-0.42159748176222106,-0.6230373059316139,0.6174957430995045,0.4115415976827259,0.13490064094612347,0.6751653794824183,-0.8579229110619985,0.8491614251196269,-0.08938610973406946,-0.42159748176222106,0.1701929655733663,0.3119983687210004
silver,2,0.0,0.0,0.0,0.0,0.5585306993582075,0.23728350925867797,0.0,0.0,0.0,0.0,-8.83992556615465,0.5215962175019171,0.0,0.0,0.0,0.0,-178.83143372818242,1.1900046283386547,0.45818424321583084,0.5909637832048679,-3.1199546880496314,0.034081359622573165,-0.08042809236517161,0.7043316110133511,-3.1199546880496314,-0.48236153414146943,0.7815893898099114,0.37228007421061626,0.6003506019594939,-0.19421777093813078,0.6596063839011073,0.7214310493410597,0.7097695378218315,-0.5051131913112671,-0.43135520540887906,0.29097142599544035,0.17770914409138897,0.0069093483366285645,0.5668268199297469,-0.8153266434344226,0.23494290239784385,0.0688785113410953,-0.5051131913112671,0.903104569522576,0.9881975707883118
silver,3,0.0,0.0,0.0,0.0,-6.899714920206303,1.003744114748989,0.0,0.0,0.0,0.0,-114.6030880330853,1.7878177482681736,0.0,0.0,0.0,0.0,-4.366916507774965,0.2055787716012619,0.7091205816925583,0.5433336619214681,-1.1689097410922713,0.43127763869408775,-0.2656679247773607,0.08037914617179642,-1.1689097410922713,-0.7124902723158578,0.3063956906424235,0.5213136048140706,0.031406882743876575,-0.4889103446913573,0.010865314384649157,0.09390332158846232,0.6638950188619209,-0.25657772086314384,-0.0009535763032602165,0.04845844061428218,0.3517818272951069,0.24153948185572496,0.8151843430955439,-0.9718821626835681,0.5642308798565414,-0.05937780338899312,-0.25657772086314384,0.7018665347719982,0.25669798935011473
silver,4,0.0,0.0,0.0,0.0,-3.546660537716896,0.7614888830395037,0.0,0.0,0.0,0.0,-14.25268943199037,0.6493991867800886,0.0,0.0,0.0,0.0,0.6683295714956425,0.05110568609410934,0.9736410469425804,0.6517030402337158,-3.834219088481933,0.223708327921921,-0.4349074454227137,0.29504416631695607,-3.834219088481933,-0.35711981246395946,0.4364527454402631,0.3003864090888421,0.380011446979331,-0.6328204560923004,0.05420949248206961,0.6333711691533744,0.3555468279224136,-0.47106919844718126,-0.7188111982705039,0.6617569052218181,0.9602645762894054,0.18836313560978485,0.2848281190060295,-0.13432947627475494,0.4661826334383716,-0.06454075579710711,-0.47106919844718126,0.0684939911417653,0.04592052957287377
silver,5,0.0,0.0,0.0,0.0,-4.604029347977148,0.8454102380052806,0.0,0.0,0.0,0.0,-1898.9339650708225,7.247826358074349,0.0,0.0,0.0,0.0,-145.66295001528084,1.0746723007752153,0.22080497872475469,0.4940018608461705,3.9905773030044234,0.24162248955381493,-0.8481321501351787,-0.42141999219701876,3.9905773030044234,-0.07301276312668362,0.9834244004600282,0.2330195750443289,0.7373475286300372,-0.5985165756745112,0.84212124170593,0.4694887874249196,0.0763302993125948,-0.30165755360012064,1.1170969341753683,0.8381279192260205,0.3501463279789495,0.36625231591665935,0.06268315295295751,-0.284434561627218,0.02985303101708398,0.022174762922765517,-0.30165755360012064,0.40462331511490573,0.6201924571061469
silver,6,0.0,0.0,0.0,0.0,-1.5682092900643902,0.5723115474453515,0.0,0.0,0.0,0.0,-21.727770146844804,0.7927147533574774,0.0,0.0,0.0,0.0,-42.67137303943159,0.586427422228081,0.8766679526500957,0.1664751177979442,4.77635774486896,0.1693013150331317,-0.49998186945540335,0.3947763672869592,4.77635774486896,-0.7784730392425157,0.5466500552751118,0.1698518273924672,0.333155876272282,-0.4318264476083137,0.4515909243161045,0.9207537497434084,0.27741739603151766,-0.4046823876097568,-0.43003769484858495,0.06558045294600495,0.6184173341735886,0.5672996694802401,0.4867636664184078,-0.43066896383995207,0.3936944810974161,0.008683068445991399,-0.4046823876097568,0.21870217754057605,0.9245102881693885
silver,7,0.0,0.0,0.0,0.0,-2.4729972659387633,0.6655328905035397,0.0,0.0,0.0,0.0,-51324.5031568441,37.67082526312228,0.0,0.0,0.0,0.0,-91.74517181072227,0.8545972720563968,0.26527044521826293,0.2622373159560347,0.09112011099289141,0.4518089443610371,-0.029680870346805784,0.23579875432716046,0.09112011099289141,-0.14316707145879815,0.7034848231834195,0.08191340332430658,0.46790816641314387,-0.9060314640704732,0.94191411803894,0.008118327861135121,0.049765750048823894,-0.2933865691304534,2.5698337025696127,0.3358662332244437,0.5617522314052835,0.6325769054053723,0.9081824705479649,-0.3059699904166365,0.3180194444004644,0.01170533714152186,-0.2933865691304534,0.5065236889135614,0.3934800351010559
silver,8,0.0,0.0,0.0,0.0,-4.908203957134776,0.8680506007261702,0.0,0.0,0.0,0.0,-419.9258881581736,3.4114683399843515,0.0,0.0,0.0,0.0,-619.7081463157222,2.2108514856005717,0.1129272092960426,0.026459888010816772,-1.7179273944934788,0.14614917396968458,-0.32102937579871427,-0.48104072186152197,-1.7179273944934788,-0.41087766458925007,0.2799649955323075,0.6508200246897269,0.8600011681349605,-0.7904577659202949,0.4129705138971199,0.5846876504012382,0.5359285991254503,-0.20785382697041985,0.771707316892293,0.1387237635523272,0.9088207210704331,0.8048118683385921,0.132611305921703,-0.3821581726671113,0.4120065396473801,0.0736288548707732,-0.20785382697041985,0.3173718177065532,0.6778418868596457
silver,9,0.0,0.0,0.0,0.0,-2884.3980786462134,19.183160989577335,0.0,0.0,0.0,0.0,-2.659131649929452,0.31807354134276566,0.0,0.0,0.0,0.0,-105.55107524660384,0.9159985063279739,0.9274114038282929,0.851085880066646,4.0382760483483455,0.0011411620754274558,-0.10895804906491377,0.573981337841543,4.0382760483483455,-0.0191027394026656,0.09629600725146147,0.8661229508819638,0.20316739270405113,-0.6914588109765787,0.22150111513371032,0.14638360648066864,0.8471644505091774,-0.018818856849918637,1.9177670123037593,0.9696702724936498,0.6941002136513983,0.6725037979411229,0.4263639076072998,-0.7521112971812896,0.26047125517772723,0.0340749917828696,-0.018818856849918637,0.8772692856702258,0.5769022846875824
silver,10,0.0,0.0,0.0,0.0,-8.181950030846773,1.0821432750007505,0.0,0.0,0.0,0.0,-32521.820946829215,29.98697314966041,0.0,0.0,0.0,0.0,-23672.141708292354,13.653493755739753,0.5747429092874895,0.7435566298466467,-2.2217452363847077,0.36666974383124884,-0.8732226816128711,-0.21812565205606887,-2.2217452363847077,-0.586835571432016,0.8084922643031204,0.1105196100286491,0.6702156550787233,-0.34779058163262705,0.6227896148978429,0.5418775941411704,0.9249818681007025,-0.5914468080630396,2.7018669056579254,0.7338667506799621,0.2504084428882168,0.7701913091730951,0.8883282496723348,-0.5644971783446623,0.888519429988374,0.09664978522624096,-0.5914468080630396,0.35140633282825734,0.10780298600999684
silver,11,0.0,0.0,0.0,0.0,-775.4239910143488,9.951001129949665,0.0,0.0,0.0,0.0,-2457.172470396637,8.244127542738685,0.0,0.0,0.0,0.0,-5.876004505816956,0.2326933239659201,0.09300062076991754,0.4205962525506584,-4.846144723344059,0.49684874210257385,-0.5641592092733944,0.8887592514967562,-4.846144723344059,-0.5145791821227562,0.9043715997461175,0.9434959086989311,0.44466887450141857,-0.7427127030778056,0.720864536620109,0.8926873235599251,0.5673691283962708,-0.09698016318547091,1.8152492989631124,0.5637858075546085,0.26942812440885866,0.061477484157986845,0.7843870008681565,-0.4528493766072105,0.7944998898285522,-0.02596185109245279,-0.09698016318547091,0.5985159627381176,0.24010835689694401
